,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,cluster,Gender,Age
554,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Female,35
555,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Male,29
556,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a year,0,Male,55
557,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Every three months,0,Female,50
558,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,Once a week,1,Male,34
559,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Never,0,Female,59
560,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,4,Once a week,0,Male,40
561,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,39
562,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,0,Every three months,0,Female,46
563,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,5,Once a week,0,Male,25
564,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Every three months,1,Male,48
565,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,56
566,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Once a year,1,Female,46
567,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Male,44
568,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,-5,Once a year,1,Female,55
569,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,More than once a week,0,Male,63
570,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Every three months,0,Male,58
571,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,18
572,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,Every three months,0,Male,60
573,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-5,Once a year,1,Female,63
574,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,30
575,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,-5,Never,1,Female,67
576,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-5,Never,1,Female,65
577,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,61
578,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,2,Once a week,0,Male,52
579,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-3,Once a year,1,Female,23
580,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-4,Every three months,1,Female,41
581,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Every three months,0,Male,57
582,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Once a year,0,Female,46
583,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-2,Every three months,1,Male,36
584,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,-5,Never,1,Male,54
585,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,37
586,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,0,Female,33
587,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,Once a week,0,Male,26
588,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,4,Once a week,0,Male,27
589,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Male,34
590,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,2,Once a month,0,Male,49
591,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Once a week,0,Female,34
592,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,3,Once a month,0,Female,37
593,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,-4,Once a year,1,Male,62
594,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,Once a month,0,Male,54
595,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-3,Once a year,1,Female,37
596,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,57
597,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,Every three months,1,Male,48
598,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,59
599,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,52
600,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Female,36
601,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,1,Male,35
602,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,1,Male,43
603,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,Never,1,Female,60
604,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Never,1,Female,32
605,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,62
606,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,0,Male,45
607,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,45
608,No,No,No,No,No,No,No,No,Yes,No,Yes,-5,Once a month,1,Male,34
609,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Male,55
610,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,-1,Every three months,1,Male,36
611,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,Once a year,0,Male,29
612,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-5,Once a month,1,Female,64
613,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,Once a month,1,Female,66
614,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,Once a month,0,Female,49
615,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,25
616,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Female,58
617,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a year,0,Female,56
618,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,3,Every three months,0,Female,29
619,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a year,1,Female,70
620,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Every three months,1,Female,37
621,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a week,0,Male,38
622,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,0,Once a year,0,Female,59
623,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,1,Female,20
624,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Female,69
625,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Once a month,0,Female,66
626,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,53
627,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,60
628,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,38
629,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,Every three months,1,Female,34
630,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,2,Every three months,0,Female,45
631,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Male,30
632,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,38
633,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,Once a month,0,Male,55
634,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,2,Once a month,0,Female,35
635,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,-3,Once a year,1,Female,49
636,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Once a year,0,Female,60
637,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,-2,Every three months,1,Female,48
638,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,43
639,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-4,Once a year,1,Male,39
640,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,0,Male,23
641,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,51
642,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,21
643,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a year,0,Female,70
644,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Male,56
645,No,No,No,Yes,No,No,No,No,Yes,No,Yes,-1,Once a year,1,Female,33
646,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Male,58
647,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,3,Once a month,0,Female,23
648,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,Every three months,0,Female,63
649,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,0,Female,33
650,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,1,Once a year,0,Female,51
651,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,0,Male,27
652,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Male,51
653,No,No,No,No,No,No,No,No,No,No,No,-3,Never,1,Male,69
654,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,59
655,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,40
656,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,20
657,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,28
658,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,1,Once a month,0,Male,31
659,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Every three months,0,Female,32
660,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,Once a week,0,Female,34
661,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,Once a week,1,Male,62
662,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,Every three months,0,Female,33
663,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,-1,Once a month,1,Female,51
664,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Every three months,0,Male,36
665,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,4,Once a month,0,Female,22
666,No,No,No,No,No,No,No,No,Yes,No,Yes,-5,Never,1,Female,51
667,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-5,Never,1,Male,42
668,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Male,24
669,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,0,Male,18
670,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Female,26
671,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,Never,0,Male,57
672,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,Once a week,0,Male,59
673,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,0,Female,38
674,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,More than once a week,0,Female,26
675,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Male,31
676,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Once a year,0,Female,27
677,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-3,Never,1,Male,55
678,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,More than once a week,0,Male,47
679,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-4,Never,1,Male,52
680,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Male,58
681,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,30
682,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-1,Every three months,1,Female,38
683,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Female,49
684,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,3,Once a month,0,Male,37
685,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,Once a month,0,Male,39
686,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,60
687,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,3,Once a week,0,Male,50
688,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,25
689,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Never,1,Male,64
690,No,No,No,Yes,No,No,No,No,Yes,No,Yes,-3,Once a year,1,Male,62
691,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,Once a year,1,Male,37
692,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,2,Every three months,0,Male,68
693,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,24
694,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,Once a week,0,Male,26
695,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,Once a month,0,Female,49
696,No,Yes,No,No,No,No,No,No,Yes,No,No,-2,Once a week,1,Male,43
697,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,Once a month,0,Female,53
698,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,41
699,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Every three months,1,Female,35
700,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,1,Male,60
701,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a week,0,Male,35
702,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Every three months,1,Male,54
703,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,Once a week,0,Female,23
704,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,0,Once a year,0,Female,41
705,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,1,Female,57
706,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,64
707,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,59
708,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,38
709,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,66
710,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Female,49
711,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,0,Female,48
712,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,-5,Once a year,1,Female,63
713,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Female,64
714,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Every three months,1,Female,56
715,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,More than once a week,0,Female,24
716,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Once a year,0,Female,57
717,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,Once a year,1,Male,59
718,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,39
719,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,37
720,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,0,Once a year,0,Male,65
721,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-5,Every three months,1,Male,55
722,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Once a year,1,Female,34
723,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a week,0,Female,31
724,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,Once a month,0,Female,23
725,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Once a month,0,Female,42
726,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Once a year,0,Male,31
727,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,32
728,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,Every three months,0,Female,49
729,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,0,Once a month,0,Male,59
730,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,5,More than once a week,0,Female,21
731,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,0,Female,25
732,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Once a month,0,Male,24
733,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-5,Never,1,Male,58
734,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,Every three months,0,Male,54
735,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,62
736,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,Once a month,0,Male,31
737,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Once a month,0,Female,21
738,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,Once a month,0,Male,48
739,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Every three months,0,Female,30
740,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,Once a week,0,Female,36
741,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,21
742,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,0,Female,63
743,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,1,Once a week,0,Male,33
744,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,0,Female,18
745,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,20
746,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a month,0,Female,56
747,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,38
748,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Every three months,0,Male,43
749,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,Every three months,0,Male,18
750,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,3,Once a week,0,Male,19
751,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,-2,Every three months,1,Male,43
752,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,50
753,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,Once a month,1,Female,54
754,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a week,0,Male,23
755,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,Every three months,0,Male,40
756,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2,Every three months,0,Female,52
757,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,0,Male,35
758,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,1,Once a month,0,Male,41
759,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,1,Male,60
760,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,66
761,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-1,Every three months,1,Male,45
762,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a month,1,Male,39
763,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,Once a year,0,Female,49
764,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,58
765,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,32
766,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,3,Once a month,0,Female,34
767,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,Once a month,1,Female,50
768,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-5,Never,1,Female,58
769,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-3,Once a year,1,Female,34
770,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,53
771,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,0,Male,46
772,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,Once a year,0,Female,54
773,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,29
774,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,38
775,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,Every three months,0,Female,52
776,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Once a month,0,Female,32
777,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,65
778,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,0,Every three months,0,Male,44
779,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,-1,Once a month,1,Male,42
780,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,0,Female,37
781,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,0,More than once a week,0,Male,24
782,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0,Never,0,Female,69
783,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Once a month,0,Male,39
784,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,4,Once a month,0,Male,55
785,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Every three months,0,Female,47
786,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,5,Once a month,0,Female,46
787,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,Every three months,0,Female,63
788,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Never,1,Female,64
789,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,3,Every three months,0,Female,34
790,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,Once a week,1,Male,30
791,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a year,0,Female,37
792,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Once a month,0,Male,48
793,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,32
794,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,-1,Once a year,1,Female,24
795,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,Every three months,0,Male,65
796,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,1,Male,64
797,No,Yes,No,No,No,Yes,No,No,No,No,No,0,Every three months,0,Male,64
798,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Male,50
799,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,0,Male,55
800,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-2,Once a year,1,Male,70
801,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,-2,Never,1,Female,35
802,No,No,No,No,No,No,No,No,No,No,No,-5,Never,1,Male,24
803,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Male,18
804,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,30
805,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,Once a year,1,Male,59
806,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,0,Male,64
807,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,-3,Once a year,1,Male,62
808,No,Yes,No,Yes,No,No,No,No,Yes,No,No,-3,Once a year,1,Female,63
809,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,3,Once a week,0,Male,36
810,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,Every three months,0,Male,32
811,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,5,Once a week,0,Female,61
812,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a week,0,Female,42
813,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,43
814,No,Yes,No,Yes,No,No,No,No,No,No,No,0,Once a year,0,Female,44
815,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Once a week,0,Male,19
816,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Every three months,0,Female,53
817,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Male,32
818,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,Once a month,0,Female,52
819,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-3,Never,1,Male,60
820,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-1,Every three months,1,Female,53
821,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Female,33
822,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,5,Once a month,0,Female,40
823,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,-2,Once a year,1,Male,63
824,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a week,0,Male,47
825,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,Once a month,0,Female,25
826,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,Every three months,1,Male,38
827,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,0,Female,28
828,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,0,Once a year,0,Male,57
829,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,Once a week,0,Female,56
830,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Every three months,0,Male,35
831,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,Once a year,1,Male,62
832,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Every three months,0,Female,37
833,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,1,Once a week,0,Male,63
